set_name,source,tier,category_primary,category,method,fgsea_eligible,gsva_eligible,size_mouse,size_human,n_unmapped_to_human,n_unmapped_from_human,description,notes
PROLIF_DNA_REPLICATION_WP,MSIGDB,msigdb,Proliferation,proliferation: DNA replication,both,TRUE,TRUE,33,32,1,NA,DNA replication | MSigDB WP_DNA_REPLICATION (CP:WIKIPATHWAYS) | both,NA
PROLIF_E2F_HALLMARK,MSIGDB,msigdb,Proliferation,proliferation: E2F targets,both,TRUE,TRUE,200,197,4,NA,E2F targets | MSigDB HALLMARK_E2F_TARGETS () | both,NA
PROLIF_G1_S_REACTOME,MSIGDB,msigdb,Proliferation,proliferation: G1/S transition,both,TRUE,TRUE,99,100,0,NA,G1/S transition | MSigDB REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION (CP:REACTOME) | both,NA
PROLIF_G1_S_WP,MSIGDB,msigdb,Proliferation,proliferation: G1/S transition,both,TRUE,TRUE,49,49,0,NA,G1/S transition | MSigDB WP_G1_TO_S_CELL_CYCLE_CONTROL (CP:WIKIPATHWAYS) | both,NA
PROLIF_G2M_CHECKPOINT_REACTOME,MSIGDB,msigdb,Proliferation,proliferation: G2/M phases,both,TRUE,TRUE,78,75,3,NA,G2/M phases | MSigDB REACTOME_G2_M_CHECKPOINTS (CP:REACTOME) | both,NA
PROLIF_G2M_HALLMARK,MSIGDB,msigdb,Proliferation,proliferation: G2/M checkpoint,both,TRUE,TRUE,198,196,3,NA,G2/M checkpoint | MSigDB HALLMARK_G2M_CHECKPOINT () | both,NA
PROLIF_G2M_PHASES_REACTOME,MSIGDB,msigdb,Proliferation,proliferation: G2/M phases,both,TRUE,TRUE,93,91,2,NA,G2/M phases | MSigDB REACTOME_MITOTIC_G2_G2_M_PHASES (CP:REACTOME) | both,NA
PROLIF_MITOTIC_SPINDLE_HALLMARK,MSIGDB,msigdb,Proliferation,proliferation: Mitotic spindle,both,TRUE,TRUE,199,197,2,NA,Mitotic spindle | MSigDB HALLMARK_MITOTIC_SPINDLE () | both,NA
TFT_AEBP1_GRAY_BA_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_DUCT,gsva,TRUE,TRUE,101,101,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_DUCT | CHEA rank 6 score 31 | Overlapping_Genes human->mouse | gsva,NA
TFT_AEBP1_GRAY_HS_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_DUCT,gsva,TRUE,TRUE,16,16,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_DUCT | CHEA rank 6 score 24 | Overlapping_Genes human->mouse | gsva,NA
TFT_AEBP1_GRAY_HS_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_TEB,gsva,TRUE,TRUE,58,58,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_TEB | CHEA rank 10 score 47 | Overlapping_Genes human->mouse | gsva,NA
TFT_ALX1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,39,39,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 39 mito genes | BH FDR 2.35e-15 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ARNTL2_GRAY_HS_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_TEB,gsva,TRUE,TRUE,130,128,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_TEB | CHEA rank 5 score 34.67 | Overlapping_Genes human->mouse | gsva,NA
TFT_ARNT_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,36,36,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 36 mito genes | BH FDR 1.17e-12 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ATF1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,42,42,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 42 mito genes | BH FDR 2.87e-08 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ATF1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,71,71,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 71 mito genes | BH FDR 4.44e-19 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ATF1_GRAY_BA_TEB_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_TEB,gsva,TRUE,TRUE,32,32,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_TEB | 32 mito genes | BH FDR 0.000195 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ATF3_GRAY_AP_HE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_HE,gsva,TRUE,TRUE,99,99,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_HE | CHEA rank 10 score 35 | Overlapping_Genes human->mouse | gsva,NA
TFT_ATF3_GRAY_BA_HE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_HE,gsva,TRUE,TRUE,145,145,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_HE | CHEA rank 7 score 27.17 | Overlapping_Genes human->mouse | gsva,NA
TFT_ATOH8_GRAY_BA_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_DUCT,gsva,TRUE,TRUE,170,170,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_DUCT | CHEA rank 4 score 30.67 | Overlapping_Genes human->mouse | gsva,NA
TFT_ATOH8_GRAY_HS_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_DUCT,gsva,TRUE,TRUE,27,27,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_DUCT | CHEA rank 4 score 15.33 | Overlapping_Genes human->mouse | gsva,NA
TFT_BACH1_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: ML1 (cluster 3),fgsea,TRUE,TRUE,30,28,0,NA,"Chung 2019 chromVAR predictive TF (ML1, cluster 3) | DoRothEA mouse regulon conf B | fgsea",chung_cluster=3; dorothea_confidence=B
TFT_BACH2_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: ML1 (cluster 3),fgsea,TRUE,TRUE,50,48,0,NA,"Chung 2019 chromVAR predictive TF (ML1, cluster 3) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=3; dorothea_confidence=C
TFT_BATF_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: ML1 (cluster 3),fgsea,TRUE,TRUE,48,47,1,NA,"Chung 2019 chromVAR predictive TF (ML1, cluster 3) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=3; dorothea_confidence=C
TFT_BRF2_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,36,36,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 36 mito genes | BH FDR 4.73e-15 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_BRF2_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,47,47,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 47 mito genes | BH FDR 1.16e-18 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CDX4_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,17,17,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 17 mito genes | BH FDR 0.00104 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CEBPA_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,TRUE,TRUE,143,137,1,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf A | fgsea",chung_cluster=1; dorothea_confidence=A
TFT_CEBPB_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,TRUE,TRUE,38,38,0,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf A | fgsea",chung_cluster=1; dorothea_confidence=A
TFT_CEBPD_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,FALSE,TRUE,13,14,0,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf B | fgsea",chung_cluster=1; dorothea_confidence=B
TFT_CEBPG_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,TRUE,TRUE,45,43,2,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=1; dorothea_confidence=C
TFT_CEBPG_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,36,36,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 36 mito genes | BH FDR 4.49e-11 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CEBPZ_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,27,27,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 27 mito genes | BH FDR 0.00448 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CEBPZ_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,45,45,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 45 mito genes | BH FDR 1.85e-09 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CENPA_GRAY_AP_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_LE,gsva,TRUE,TRUE,223,208,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_LE | CHEA rank 1 score 3.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_CENPA_GRAY_AP_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_TEB,gsva,TRUE,TRUE,141,140,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_TEB | CHEA rank 2 score 4.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_CENPA_GRAY_BA_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_LE,gsva,TRUE,TRUE,224,209,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_LE | CHEA rank 1 score 2.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_CENPA_GRAY_BA_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_TEB,gsva,TRUE,TRUE,177,173,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_TEB | CHEA rank 2 score 4 | Overlapping_Genes human->mouse | gsva,NA
TFT_CENPA_GRAY_HS_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_LE,gsva,TRUE,TRUE,88,71,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_LE | CHEA rank 1 score 2.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_CENPA_GRAY_HS_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_TEB,gsva,TRUE,TRUE,57,60,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_TEB | CHEA rank 1 score 10 | Overlapping_Genes human->mouse | gsva,NA
TFT_CENPBD1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,24,24,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 24 mito genes | BH FDR 1.55e-13 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CHCHD3_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,41,41,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 41 mito genes | BH FDR 1.98e-23 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CHCHD3_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,50,50,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 50 mito genes | BH FDR 1.41e-30 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CREB1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,44,44,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 44 mito genes | BH FDR 6e-08 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CREB1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,76,76,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 76 mito genes | BH FDR 2.57e-21 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CREB3L1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,25,25,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 25 mito genes | BH FDR 0.00137 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CREB3_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,18,18,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 18 mito genes | BH FDR 0.000832 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CREB3_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,34,34,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 34 mito genes | BH FDR 1.14e-09 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CSRNP1_GRAY_AP_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_DUCT,gsva,FALSE,TRUE,14,15,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_DUCT | CHEA rank 5 score 28.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_CSRNP1_GRAY_AP_HE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_HE,gsva,TRUE,TRUE,26,27,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_HE | CHEA rank 1 score 9.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_CSRNP1_GRAY_BA_HE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_HE,gsva,TRUE,TRUE,41,41,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_HE | CHEA rank 4 score 16.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_CTCF_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: ML2 (cluster 4),fgsea,TRUE,TRUE,108,103,0,NA,"Chung 2019 chromVAR predictive TF (ML2, cluster 4) | DoRothEA mouse regulon conf A | fgsea",chung_cluster=4; dorothea_confidence=A
TFT_CTCF_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,43,43,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 43 mito genes | BH FDR 3.21e-06 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_CTCF_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,76,76,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 76 mito genes | BH FDR 1.41e-15 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_DACH1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,30,30,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 30 mito genes | BH FDR 1.64e-05 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_DMTF1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,25,25,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 25 mito genes | BH FDR 9.28e-11 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_DNMT1_GRAY_AP_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_LE,gsva,TRUE,TRUE,205,187,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_LE | CHEA rank 10 score 35 | Overlapping_Genes human->mouse | gsva,NA
TFT_DNMT1_GRAY_AP_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_TEB,gsva,TRUE,TRUE,133,131,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_TEB | CHEA rank 9 score 22.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_DRAP1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,20,20,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 20 mito genes | BH FDR 0.00223 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_DRAP1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,28,28,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 28 mito genes | BH FDR 9.86e-07 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_E2F1_CHIPATLAS,CHIPATLAS,tf_regulon,TF_targets,regulon: ChIP-Atlas,fgsea,TRUE,TRUE,500,466,41,NA,"ChIP-Atlas mm10 target genes, TSS+-1kb, top 500 by mean binding score | TF E2F1 | fgsea",chipatlas_mm10_1kb_top500
TFT_E2F1_DOROTHEA_ABC,DOROTHEA,tf_regulon,TF_targets,regulon: DoRothEA A/B/C,fgsea,TRUE,TRUE,307,304,3,NA,"DoRothEA mouse regulon (dorothea_mm), confidence A | TF E2F1 | fgsea",dorothea_confidence=A
TFT_E2F1_GRAY_AP_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_LE,gsva,FALSE,TRUE,587,562,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_LE | CHEA rank 3 score 7.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,70,70,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 70 mito genes | BH FDR 9.42e-10 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_E2F1_GRAY_AP_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_TEB,gsva,TRUE,TRUE,401,399,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_TEB | CHEA rank 5 score 15.83 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F1_GRAY_BA_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_LE,gsva,FALSE,TRUE,788,766,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_LE | CHEA rank 4 score 11.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,114,114,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 114 mito genes | BH FDR 3.11e-22 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_E2F1_GRAY_BA_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_TEB,gsva,FALSE,TRUE,611,606,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_TEB | CHEA rank 3 score 7.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F1_GRAY_BA_TEB_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_TEB,gsva,TRUE,TRUE,59,59,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_TEB | 59 mito genes | BH FDR 2.97e-05 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_E2F1_GRAY_HS_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_LE,gsva,TRUE,TRUE,181,160,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_LE | CHEA rank 3 score 7.17 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F1_GRAY_HS_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_TEB,gsva,TRUE,TRUE,269,269,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_TEB | CHEA rank 20 score 69.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F4_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,52,52,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 52 mito genes | BH FDR 3.46e-06 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_E2F6_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,46,46,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 46 mito genes | BH FDR 8.31e-08 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_E2F6_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,55,55,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 55 mito genes | BH FDR 4.15e-09 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_E2F7_GRAY_AP_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_LE,gsva,TRUE,TRUE,295,276,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_LE | CHEA rank 8 score 23 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F7_GRAY_AP_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_TEB,gsva,TRUE,TRUE,229,228,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_TEB | CHEA rank 10 score 27 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F7_GRAY_HS_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_LE,gsva,TRUE,TRUE,119,99,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_LE | CHEA rank 6 score 12.8 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F7_GRAY_HS_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_TEB,gsva,TRUE,TRUE,159,158,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_TEB | CHEA rank 4 score 29.6 | Overlapping_Genes human->mouse | gsva,NA
TFT_E2F8_GRAY_BA_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_LE,gsva,TRUE,TRUE,262,246,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_LE | CHEA rank 10 score 34.33 | Overlapping_Genes human->mouse | gsva,NA
TFT_EGR1_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal2 (cluster 5),fgsea,TRUE,TRUE,122,120,2,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal2, cluster 5) | DoRothEA mouse regulon conf A | fgsea",chung_cluster=5; dorothea_confidence=A
TFT_EGR1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,47,48,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 47 mito genes | BH FDR 0.000179 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_EGR2_GRAY_AP_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_DUCT,gsva,TRUE,TRUE,33,33,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_DUCT | CHEA rank 8 score 36.33 | Overlapping_Genes human->mouse | gsva,NA
